title,artist,peakPos,lastPos,weeks,rank,date
All This Love,Debarge,83,0,1,83,4/23/1983
Front Page Story,Neil Diamond,84,0,1,84,4/23/1983
Do You Wanna Hold Me?,Bow Wow Wow,85,0,1,85,4/23/1983
Goodnight Saigon,Billy Joel,56,56,6,86,4/23/1983
The Devil Made Me Do It,Golden Earring,87,0,1,87,4/23/1983
Love On My Mind Tonight,The Temptations,88,88,2,88,4/23/1983
Down Under,Men At Work,1,74,25,89,4/23/1983
"Baby, Come To Me",Patti Austin With James Ingram,1,76,32,90,4/23/1983
I Melt With You,Modern English,78,78,4,91,4/23/1983
I Don't Care Anymore,Phil Collins,39,72,11,92,4/23/1983
Every Home Should Have One,Patti Austin,62,69,14,93,4/23/1983
If You Wanna Get Back Your Lady,The Pointer Sisters,67,67,5,94,4/23/1983
You And I,Eddie Rabbitt With Crystal Gayle,7,81,29,95,4/23/1983
You Are In My System,The System,64,82,8,96,4/23/1983
Desperate But Not Serious,Adam Ant,66,84,7,97,4/23/1983
Allentown,Billy Joel,17,87,22,98,4/23/1983
Should I Stay Or Should I Go,The Clash,45,91,23,99,4/23/1983
Count On Me,Gerard McMahon,85,85,3,100,4/23/1983
Beat It,Michael Jackson,1,2,10,1,4/30/1983
Come On Eileen,Dexy's Midnight Runners,1,1,15,2,4/30/1983
Jeopardy,Greg Kihn Band,3,4,14,3,4/30/1983
Mr. Roboto,Styx,3,3,12,4,4/30/1983
Der Kommissar,After The Fire,5,6,12,5,4/30/1983
Let's Dance,David Bowie,6,9,6,6,4/30/1983
Billie Jean,Michael Jackson,1,5,15,7,4/30/1983
She Blinded Me With Science,Thomas Dolby,8,10,11,8,4/30/1983
Overkill,Men At Work,9,15,4,9,4/30/1983
Little Red Corvette,Prince,10,12,10,10,4/30/1983
I Won't Hold You Back,Toto,11,16,8,11,4/30/1983
Separate Ways (Worlds Apart),Journey,8,8,13,12,4/30/1983
Even Now,Bob Seger & The Silver Bullet Band,13,13,8,13,4/30/1983
Solitaire,Laura Branigan,14,18,7,14,4/30/1983
One On One,Daryl Hall John Oates,7,7,14,15,4/30/1983
Hungry Like The Wolf,Duran Duran,3,11,19,16,4/30/1983
Rio,Duran Duran,17,31,5,17,4/30/1983
Do You Really Want To Hurt Me,Culture Club,2,14,22,18,4/30/1983
Photograph,Def Leppard,19,26,8,19,4/30/1983
You Are,Lionel Richie,4,17,16,20,4/30/1983
Straight From The Heart,Bryan Adams,21,34,8,21,4/30/1983
My Love,Lionel Richie,22,32,4,22,4/30/1983
Flashdance...What A Feeling,Irene Cara,23,33,5,23,4/30/1983
Welcome To Heartlight,Kenny Loggins,24,27,8,24,4/30/1983
We've Got Tonight,Kenny Rogers And Sheena Easton,6,19,14,25,4/30/1983
Some Kind Of Friend,Barry Manilow,26,30,10,26,4/30/1983
It Might Be You,Stephen Bishop,27,29,14,27,4/30/1983
Mornin',Jarreau,28,37,7,28,4/30/1983
Affair Of The Heart,Rick Springfield,29,39,3,29,4/30/1983
Time (Clock Of The Heart),Culture Club,30,46,3,30,4/30/1983
Faithfully,Journey,31,41,3,31,4/30/1983
So Wrong,Patrick Simmons,32,36,7,32,4/30/1983
Always Something There To Remind Me,Naked Eyes,33,40,8,33,4/30/1983
Stranger In My House,Ronnie Milsap,34,38,6,34,4/30/1983
Don't Let It End,Styx,35,0,1,35,4/30/1983
Whirly Girl,Oxo,28,28,11,36,4/30/1983
Back On The Chain Gang,Pretenders,5,21,21,37,4/30/1983
I Know There's Something Going On,Frida,13,20,26,38,4/30/1983
Twilight Zone,Golden Earring,10,23,23,39,4/30/1983
I Like It,Debarge,31,35,13,40,4/30/1983
Minimum Love,Mac McAnally,41,42,9,41,4/30/1983
I Couldn't Say No,Robert Ellis Orral With Carlene Carter,42,45,6,42,4/30/1983
Family Man,Daryl Hall John Oates,43,0,1,43,4/30/1983
I've Got A Rock N' Roll Heart,Eric Clapton,18,24,14,44,4/30/1983
Gimme All Your Lovin,ZZ Top,45,50,5,45,4/30/1983
Never Give Up,Sammy Hagar,46,48,6,46,4/30/1983
Swingin',John Anderson,43,43,9,47,4/30/1983
Try Again,Champaign,48,56,5,48,4/30/1983
She's A Beauty,The Tubes,49,58,4,49,4/30/1983
Change Of Heart,Tom Petty And The Heartbreakers,21,22,10,50,4/30/1983
Shame On The Moon,Bob Seger & The Silver Bullet Band,2,25,20,51,4/30/1983
Love My Way,Psychedelic Furs,44,44,9,52,4/30/1983
The One Thing,INXS,53,57,6,53,4/30/1983
Take The Short Way Home,Dionne Warwick,41,52,10,54,4/30/1983
Fool Moon Fire,Walter Egan,55,62,4,55,4/30/1983
Smiling Islands,Robbie Patton,56,59,8,56,4/30/1983
Sing Me Away,Night Ranger,57,61,4,57,4/30/1983
Mexican Radio,Wall Of Voodoo,58,60,7,58,4/30/1983
Looking For A Stranger,Pat Benatar,59,71,2,59,4/30/1983
Never Gonna Let You Go,Sergio Mendes,60,80,3,60,4/30/1983
Make Love Stay,Dan Fogelberg,29,55,13,61,4/30/1983
New Year's Day,U2,62,70,5,62,4/30/1983
You Can't Run From Love,Eddie Rabbitt,63,73,2,63,4/30/1983
Love's Got A Line On You,Scandal Featuring Patty Smyth,64,69,5,64,4/30/1983
Wind Him Up,Saga,65,67,5,65,4/30/1983
I Eat Cannibals,Total Coelo,66,74,3,66,4/30/1983
Cool Places,Sparks & Jane Wiedlin,67,78,3,67,4/30/1983
Easy For You To Say,Linda Ronstadt,68,77,2,68,4/30/1983
Why Me?,Planet P,69,76,3,69,4/30/1983
Too Shy,Kajagoogoo,70,81,2,70,4/30/1983
Reap The Wild Wind,Ultravox,71,72,4,71,4/30/1983
Electric Avenue,Eddy Grant,72,82,3,72,4/30/1983
All This Love,Debarge,73,83,2,73,4/30/1983
Front Page Story,Neil Diamond,74,84,2,74,4/30/1983
Poison Arrow,ABC,25,47,14,75,4/30/1983
All My Life,Kenny Rogers,76,0,1,76,4/30/1983
That's Love,Jim Capaldi,77,0,1,77,4/30/1983
Don't Pay The Ferryman,Chris de Burgh,78,0,1,78,4/30/1983
Do You Wanna Hold Me?,Bow Wow Wow,79,85,2,79,4/30/1983
All Right,Christopher Cross,12,53,15,80,4/30/1983
The Devil Made Me Do It,Golden Earring,81,87,2,81,4/30/1983
Lies,Thompson Twins,30,54,15,82,4/30/1983
Little Too Late,Pat Benatar,20,49,13,83,4/30/1983
Fall In Love With Me,"Earth, Wind & Fire",17,51,15,84,4/30/1983
Love On Your Side,Thompson Twins,85,0,1,85,4/30/1983
I Won't Be Home Tonight,Tony Carey,79,79,6,86,4/30/1983
Tonight,The Whispers,87,0,1,87,4/30/1983
Stray Cat Strut,Stray Cats,3,68,19,88,4/30/1983
"Where Everybody Knows Your Name (The Theme From ""Cheers"")",Gary Portnoy,89,0,1,89,4/30/1983
Ricky,"""Weird Al"" Yankovic",90,0,1,90,4/30/1983
Breaking Us In Two,Joe Jackson,18,63,16,91,4/30/1983
Wind Beneath My Wings,Lou Rawls,65,65,6,92,4/30/1983
Outstanding,The Gap Band,51,64,8,93,4/30/1983
Escalator Of Life,Robert Hazard,58,66,9,94,4/30/1983
I Melt With You,Modern English,78,91,5,95,4/30/1983
Love On My Mind Tonight,The Temptations,88,88,3,96,4/30/1983
The Fanatic,Felony,42,75,12,97,4/30/1983
Goodnight Saigon,Billy Joel,56,86,7,98,4/30/1983
Desperate But Not Serious,Adam Ant,66,97,8,99,4/30/1983
Every Home Should Have One,Patti Austin,62,93,15,100,4/30/1983
Beat It,Michael Jackson,1,1,11,1,5/7/1983
Jeopardy,Greg Kihn Band,2,3,15,2,5/7/1983
Let's Dance,David Bowie,3,6,7,3,5/7/1983
Come On Eileen,Dexy's Midnight Runners,1,2,16,4,5/7/1983
Der Kommissar,After The Fire,5,5,13,5,5/7/1983
Overkill,Men At Work,6,9,5,6,5/7/1983
She Blinded Me With Science,Thomas Dolby,7,8,12,7,5/7/1983
Mr. Roboto,Styx,3,4,13,8,5/7/1983
Little Red Corvette,Prince,9,10,11,9,5/7/1983
I Won't Hold You Back,Toto,10,11,9,10,5/7/1983
Solitaire,Laura Branigan,11,14,8,11,5/7/1983
Even Now,Bob Seger & The Silver Bullet Band,12,13,9,12,5/7/1983
Flashdance...What A Feeling,Irene Cara,13,23,6,13,5/7/1983
Billie Jean,Michael Jackson,1,7,16,14,5/7/1983
Photograph,Def Leppard,15,19,9,15,5/7/1983
Rio,Duran Duran,16,17,6,16,5/7/1983
My Love,Lionel Richie,17,22,5,17,5/7/1983
Straight From The Heart,Bryan Adams,18,21,9,18,5/7/1983
Time (Clock Of The Heart),Culture Club,19,30,4,19,5/7/1983
Affair Of The Heart,Rick Springfield,20,29,4,20,5/7/1983
Separate Ways (Worlds Apart),Journey,8,12,14,21,5/7/1983
Mornin',Jarreau,22,28,8,22,5/7/1983
Faithfully,Journey,23,31,4,23,5/7/1983
Welcome To Heartlight,Kenny Loggins,24,24,9,24,5/7/1983
It Might Be You,Stephen Bishop,25,27,15,25,5/7/1983
Some Kind Of Friend,Barry Manilow,26,26,11,26,5/7/1983
Don't Let It End,Styx,27,35,2,27,5/7/1983
Always Something There To Remind Me,Naked Eyes,28,33,9,28,5/7/1983
Stranger In My House,Ronnie Milsap,29,34,7,29,5/7/1983
So Wrong,Patrick Simmons,30,32,8,30,5/7/1983
One On One,Daryl Hall John Oates,7,15,15,31,5/7/1983
Family Man,Daryl Hall John Oates,32,43,2,32,5/7/1983
Hungry Like The Wolf,Duran Duran,3,16,20,33,5/7/1983
Do You Really Want To Hurt Me,Culture Club,2,18,23,34,5/7/1983
I Couldn't Say No,Robert Ellis Orral With Carlene Carter,35,42,7,35,5/7/1983
We've Got Tonight,Kenny Rogers And Sheena Easton,6,25,15,36,5/7/1983
She's A Beauty,The Tubes,37,49,5,37,5/7/1983
You Are,Lionel Richie,4,20,17,38,5/7/1983
Whirly Girl,Oxo,28,36,12,39,5/7/1983
Gimme All Your Lovin,ZZ Top,40,45,6,40,5/7/1983
I Know There's Something Going On,Frida,13,38,27,41,5/7/1983
Try Again,Champaign,42,48,6,42,5/7/1983
Twilight Zone,Golden Earring,10,39,24,43,5/7/1983
I Like It,Debarge,31,40,14,44,5/7/1983
Back On The Chain Gang,Pretenders,5,37,22,45,5/7/1983
The One Thing,INXS,46,53,7,46,5/7/1983
Minimum Love,Mac McAnally,41,41,10,47,5/7/1983
Never Gonna Let You Go,Sergio Mendes,48,60,4,48,5/7/1983
Swingin',John Anderson,43,47,10,49,5/7/1983
Too Shy,Kajagoogoo,50,70,3,50,5/7/1983
Looking For A Stranger,Pat Benatar,51,59,3,51,5/7/1983
Fool Moon Fire,Walter Egan,52,55,5,52,5/7/1983
Smiling Islands,Robbie Patton,53,56,9,53,5/7/1983
Sing Me Away,Night Ranger,54,57,5,54,5/7/1983
Never Give Up,Sammy Hagar,46,46,7,55,5/7/1983
I'm Still Standing,Elton John,56,0,1,56,5/7/1983
New Year's Day,U2,57,62,6,57,5/7/1983
You Can't Run From Love,Eddie Rabbitt,58,63,3,58,5/7/1983
No Time For Talk,Christopher Cross,59,0,1,59,5/7/1983
Electric Avenue,Eddy Grant,60,72,4,60,5/7/1983
All This Love,Debarge,61,73,3,61,5/7/1983
Love's Got A Line On You,Scandal Featuring Patty Smyth,62,64,6,62,5/7/1983
Cool Places,Sparks & Jane Wiedlin,63,67,4,63,5/7/1983
Wind Him Up,Saga,64,65,6,64,5/7/1983
Easy For You To Say,Linda Ronstadt,65,68,3,65,5/7/1983
I Eat Cannibals,Total Coelo,66,66,4,66,5/7/1983
All My Life,Kenny Rogers,67,76,2,67,5/7/1983
Why Me?,Planet P,68,69,4,68,5/7/1983
Don't Pay The Ferryman,Chris de Burgh,69,78,2,69,5/7/1983
That's Love,Jim Capaldi,70,77,2,70,5/7/1983
Front Page Story,Neil Diamond,71,74,3,71,5/7/1983
Love On Your Side,Thompson Twins,72,85,2,72,5/7/1983
I've Got A Rock N' Roll Heart,Eric Clapton,18,44,15,73,5/7/1983
We Two,Little River Band,74,0,1,74,5/7/1983
Take The Short Way Home,Dionne Warwick,41,54,11,75,5/7/1983
Our House,Madness,76,0,1,76,5/7/1983
Do You Wanna Hold Me?,Bow Wow Wow,77,79,3,77,5/7/1983
Bang The Drum All Day,Todd Rundgren,78,0,1,78,5/7/1983
The Devil Made Me Do It,Golden Earring,79,81,3,79,5/7/1983
Reap The Wild Wind,Ultravox,71,71,5,80,5/7/1983
Sign Of The Times,The Belle Stars,81,0,1,81,5/7/1983
Mexican Radio,Wall Of Voodoo,58,58,8,82,5/7/1983
Ricky,"""Weird Al"" Yankovic",83,90,2,83,5/7/1983
Tonight,The Whispers,84,87,2,84,5/7/1983
"Where Everybody Knows Your Name (The Theme From ""Cheers"")",Gary Portnoy,85,89,2,85,5/7/1983
Make Love Stay,Dan Fogelberg,29,61,14,86,5/7/1983
The Walls Came Down,The Call,87,0,1,87,5/7/1983
Candy Girl,New Edition,88,0,1,88,5/7/1983
The Closer You Get,Alabama,89,0,1,89,5/7/1983
Come Dancing,The Kinks,90,0,1,90,5/7/1983
Shame On The Moon,Bob Seger & The Silver Bullet Band,2,51,21,91,5/7/1983
Change Of Heart,Tom Petty And The Heartbreakers,21,50,11,92,5/7/1983
I Melt With You,Modern English,78,95,6,93,5/7/1983
Love My Way,Psychedelic Furs,44,52,10,94,5/7/1983
Poison Arrow,ABC,25,75,15,95,5/7/1983
All Right,Christopher Cross,12,80,16,96,5/7/1983
I Won't Be Home Tonight,Tony Carey,79,86,7,97,5/7/1983
Lies,Thompson Twins,30,82,16,98,5/7/1983
Fall In Love With Me,"Earth, Wind & Fire",17,84,16,99,5/7/1983
Little Too Late,Pat Benatar,20,83,14,100,5/7/1983
Beat It,Michael Jackson,1,1,12,1,5/14/1983
Let's Dance,David Bowie,2,3,8,2,5/14/1983
Jeopardy,Greg Kihn Band,2,2,16,3,5/14/1983
Overkill,Men At Work,4,6,6,4,5/14/1983
She Blinded Me With Science,Thomas Dolby,5,7,13,5,5/14/1983
Come On Eileen,Dexy's Midnight Runners,1,4,17,6,5/14/1983
Flashdance...What A Feeling,Irene Cara,7,13,7,7,5/14/1983
Little Red Corvette,Prince,8,9,12,8,5/14/1983
Solitaire,Laura Branigan,9,11,9,9,5/14/1983
Der Kommissar,After The Fire,5,5,14,10,5/14/1983
I Won't Hold You Back,Toto,10,10,10,11,5/14/1983
My Love,Lionel Richie,12,17,6,12,5/14/1983
Photograph,Def Leppard,13,15,10,13,5/14/1983
Rio,Duran Duran,14,16,7,14,5/14/1983
Straight From The Heart,Bryan Adams,15,18,10,15,5/14/1983
Mr. Roboto,Styx,3,8,14,16,5/14/1983
Time (Clock Of The Heart),Culture Club,17,19,5,17,5/14/1983
Even Now,Bob Seger & The Silver Bullet Band,12,12,10,18,5/14/1983
Affair Of The Heart,Rick Springfield,19,20,5,19,5/14/1983
Faithfully,Journey,20,23,5,20,5/14/1983
Mornin',Jarreau,21,22,9,21,5/14/1983
Always Something There To Remind Me,Naked Eyes,22,28,10,22,5/14/1983
Don't Let It End,Styx,23,27,3,23,5/14/1983
Billie Jean,Michael Jackson,1,14,17,24,5/14/1983
Stranger In My House,Ronnie Milsap,25,29,8,25,5/14/1983
Family Man,Daryl Hall John Oates,26,32,3,26,5/14/1983
She's A Beauty,The Tubes,27,37,6,27,5/14/1983
It Might Be You,Stephen Bishop,25,25,16,28,5/14/1983
Separate Ways (Worlds Apart),Journey,8,21,15,29,5/14/1983
Try Again,Champaign,30,42,7,30,5/14/1983
Welcome To Heartlight,Kenny Loggins,24,24,10,31,5/14/1983
Some Kind Of Friend,Barry Manilow,26,26,12,32,5/14/1983
I Couldn't Say No,Robert Ellis Orral With Carlene Carter,33,35,8,33,5/14/1983
So Wrong,Patrick Simmons,30,30,9,34,5/14/1983
Never Gonna Let You Go,Sergio Mendes,35,48,5,35,5/14/1983
One On One,Daryl Hall John Oates,7,31,16,36,5/14/1983
Do You Really Want To Hurt Me,Culture Club,2,34,24,37,5/14/1983
Gimme All Your Lovin,ZZ Top,38,40,7,38,5/14/1983
I'm Still Standing,Elton John,39,56,2,39,5/14/1983
The One Thing,INXS,40,46,8,40,5/14/1983
Too Shy,Kajagoogoo,41,50,4,41,5/14/1983
Hungry Like The Wolf,Duran Duran,3,33,21,42,5/14/1983
We've Got Tonight,Kenny Rogers And Sheena Easton,6,36,16,43,5/14/1983
Looking For A Stranger,Pat Benatar,44,51,4,44,5/14/1983
Electric Avenue,Eddy Grant,45,60,5,45,5/14/1983
No Time For Talk,Christopher Cross,46,59,2,46,5/14/1983
Twilight Zone,Golden Earring,10,43,25,47,5/14/1983
Fool Moon Fire,Walter Egan,48,52,6,48,5/14/1983
I Like It,Debarge,31,44,15,49,5/14/1983
You Are,Lionel Richie,4,38,18,50,5/14/1983
All My Life,Kenny Rogers,51,67,3,51,5/14/1983
Smiling Islands,Robbie Patton,52,53,10,52,5/14/1983
New Year's Day,U2,53,57,7,53,5/14/1983
Sing Me Away,Night Ranger,54,54,6,54,5/14/1983
All This Love,Debarge,55,61,4,55,5/14/1983
You Can't Run From Love,Eddie Rabbitt,56,58,4,56,5/14/1983
We Two,Little River Band,57,74,2,57,5/14/1983
Cool Places,Sparks & Jane Wiedlin,58,63,5,58,5/14/1983
That's Love,Jim Capaldi,59,70,3,59,5/14/1983
Easy For You To Say,Linda Ronstadt,60,65,4,60,5/14/1983
Don't Pay The Ferryman,Chris de Burgh,61,69,3,61,5/14/1983
Love's Got A Line On You,Scandal Featuring Patty Smyth,62,62,7,62,5/14/1983
Love On Your Side,Thompson Twins,63,72,3,63,5/14/1983
Our House,Madness,64,76,2,64,5/14/1983
Why Me?,Planet P,65,68,5,65,5/14/1983
Front Page Story,Neil Diamond,66,71,4,66,5/14/1983
Whirly Girl,Oxo,28,39,13,67,5/14/1983
Swingin',John Anderson,43,49,11,68,5/14/1983
I Eat Cannibals,Total Coelo,66,66,5,69,5/14/1983
Bang The Drum All Day,Todd Rundgren,70,78,2,70,5/14/1983
The Closer You Get,Alabama,71,89,2,71,5/14/1983
Come Dancing,The Kinks,72,90,2,72,5/14/1983
Candy Girl,New Edition,73,88,2,73,5/14/1983
Ricky,"""Weird Al"" Yankovic",74,83,3,74,5/14/1983
Sign Of The Times,The Belle Stars,75,81,2,75,5/14/1983
Inside Love (so Personal),George Benson,76,0,1,76,5/14/1983
I Know There's Something Going On,Frida,13,41,28,77,5/14/1983
Wind Him Up,Saga,64,64,7,78,5/14/1983
Back On The Chain Gang,Pretenders,5,45,23,79,5/14/1983
How Do You Keep The Music Playing,James Ingram And Patti Austin,80,0,1,80,5/14/1983
The Walls Came Down,The Call,81,87,2,81,5/14/1983
Side By Side,"Earth, Wind & Fire",82,0,1,82,5/14/1983
Wishing (If I Had A Photograph Of You),A Flock Of Seagulls,83,0,1,83,5/14/1983
"Where Everybody Knows Your Name (The Theme From ""Cheers"")",Gary Portnoy,84,85,3,84,5/14/1983
Minimum Love,Mac McAnally,41,47,11,85,5/14/1983
When I'm With You,Sheriff,86,0,1,86,5/14/1983
I Cannot Believe It's True,Phil Collins,87,0,1,87,5/14/1983
Tonight,The Whispers,84,84,3,88,5/14/1983
What You Do To Me,Carl Wilson,89,0,1,89,5/14/1983
Sweet Dreams (Are Made Of This),Eurythmics,90,0,1,90,5/14/1983
Never Give Up,Sammy Hagar,46,55,8,91,5/14/1983
I've Got A Rock N' Roll Heart,Eric Clapton,18,73,16,92,5/14/1983
Slipping Away,Dave Edmunds,93,0,1,93,5/14/1983
Mexican Radio,Wall Of Voodoo,58,82,9,94,5/14/1983
Fools Game,Michael Bolton,95,0,1,95,5/14/1983
Take The Short Way Home,Dionne Warwick,41,75,12,96,5/14/1983
Make Love Stay,Dan Fogelberg,29,86,15,97,5/14/1983
I Melt With You,Modern English,78,93,7,98,5/14/1983
Do You Wanna Hold Me?,Bow Wow Wow,77,77,4,99,5/14/1983
The Devil Made Me Do It,Golden Earring,79,79,4,100,5/14/1983
Let's Dance,David Bowie,1,2,9,1,5/21/1983
Beat It,Michael Jackson,1,1,13,2,5/21/1983
Flashdance...What A Feeling,Irene Cara,3,7,8,3,5/21/1983
Overkill,Men At Work,4,4,7,4,5/21/1983
She Blinded Me With Science,Thomas Dolby,5,5,14,5,5/21/1983
Little Red Corvette,Prince,6,8,13,6,5/21/1983
Solitaire,Laura Branigan,7,9,10,7,5/21/1983
Jeopardy,Greg Kihn Band,2,3,17,8,5/21/1983
My Love,Lionel Richie,9,12,7,9,5/21/1983
Time (Clock Of The Heart),Culture Club,10,17,6,10,5/21/1983
Der Kommissar,After The Fire,5,10,15,11,5/21/1983
Photograph,Def Leppard,12,13,11,12,5/21/1983
Straight From The Heart,Bryan Adams,13,15,11,13,5/21/1983
Rio,Duran Duran,14,14,8,14,5/21/1983
I Won't Hold You Back,Toto,10,11,11,15,5/21/1983
Affair Of The Heart,Rick Springfield,16,19,6,16,5/21/1983
Come On Eileen,Dexy's Midnight Runners,1,6,18,17,5/21/1983
Always Something There To Remind Me,Naked Eyes,18,22,11,18,5/21/1983
Faithfully,Journey,19,20,6,19,5/21/1983
Don't Let It End,Styx,20,23,4,20,5/21/1983
Mornin',Jarreau,21,21,10,21,5/21/1983
Family Man,Daryl Hall John Oates,22,26,4,22,5/21/1983
Mr. Roboto,Styx,3,16,15,23,5/21/1983
Stranger In My House,Ronnie Milsap,24,25,9,24,5/21/1983
She's A Beauty,The Tubes,25,27,7,25,5/21/1983
Even Now,Bob Seger & The Silver Bullet Band,12,18,11,26,5/21/1983
Never Gonna Let You Go,Sergio Mendes,27,35,6,27,5/21/1983
Try Again,Champaign,28,30,8,28,5/21/1983
Billie Jean,Michael Jackson,1,24,18,29,5/21/1983
Too Shy,Kajagoogoo,30,41,5,30,5/21/1983
Electric Avenue,Eddy Grant,31,45,6,31,5/21/1983
I Couldn't Say No,Robert Ellis Orral With Carlene Carter,32,33,9,32,5/21/1983
I'm Still Standing,Elton John,33,39,3,33,5/21/1983
The One Thing,INXS,34,40,9,34,5/21/1983
It Might Be You,Stephen Bishop,25,28,17,35,5/21/1983
Some Kind Of Friend,Barry Manilow,26,32,13,36,5/21/1983
Gimme All Your Lovin,ZZ Top,37,38,8,37,5/21/1983
Separate Ways (Worlds Apart),Journey,8,29,16,38,5/21/1983
No Time For Talk,Christopher Cross,39,46,3,39,5/21/1983
Looking For A Stranger,Pat Benatar,40,44,5,40,5/21/1983
All My Life,Kenny Rogers,41,51,4,41,5/21/1983
So Wrong,Patrick Simmons,30,34,10,42,5/21/1983
Welcome To Heartlight,Kenny Loggins,24,31,11,43,5/21/1983
All This Love,Debarge,44,55,5,44,5/21/1983
We Two,Little River Band,45,57,3,45,5/21/1983
Fool Moon Fire,Walter Egan,46,48,7,46,5/21/1983
One On One,Daryl Hall John Oates,7,36,17,47,5/21/1983
That's Love,Jim Capaldi,48,59,4,48,5/21/1983
The Woman In You,Bee Gees,49,0,1,49,5/21/1983
Come Dancing,The Kinks,50,72,3,50,5/21/1983
Love On Your Side,Thompson Twins,51,63,4,51,5/21/1983
Our House,Madness,52,64,3,52,5/21/1983
New Year's Day,U2,53,53,8,53,5/21/1983
Don't Pay The Ferryman,Chris de Burgh,54,61,4,54,5/21/1983
You Can't Run From Love,Eddie Rabbitt,55,56,5,55,5/21/1983
Cool Places,Sparks & Jane Wiedlin,56,58,6,56,5/21/1983
Easy For You To Say,Linda Ronstadt,57,60,5,57,5/21/1983
The Closer You Get,Alabama,58,71,3,58,5/21/1983
Sing Me Away,Night Ranger,54,54,7,59,5/21/1983
Love's Got A Line On You,Scandal Featuring Patty Smyth,60,62,8,60,5/21/1983
Inside Love (so Personal),George Benson,61,76,2,61,5/21/1983
Candy Girl,New Edition,62,73,3,62,5/21/1983
Bang The Drum All Day,Todd Rundgren,63,70,3,63,5/21/1983
Why Me?,Planet P,64,65,6,64,5/21/1983
Front Page Story,Neil Diamond,65,66,5,65,5/21/1983
Hungry Like The Wolf,Duran Duran,3,42,22,66,5/21/1983
I Like It,Debarge,31,49,16,67,5/21/1983
Ricky,"""Weird Al"" Yankovic",68,74,4,68,5/21/1983
Wishing (If I Had A Photograph Of You),A Flock Of Seagulls,69,83,2,69,5/21/1983
How Do You Keep The Music Playing,James Ingram And Patti Austin,70,80,2,70,5/21/1983
White Wedding,Billy Idol,71,0,1,71,5/21/1983
When I'm With You,Sheriff,72,86,2,72,5/21/1983
Do You Really Want To Hurt Me,Culture Club,2,37,25,73,5/21/1983
The Walls Came Down,The Call,74,81,3,74,5/21/1983
Sign Of The Times,The Belle Stars,75,75,3,75,5/21/1983
Side By Side,"Earth, Wind & Fire",76,82,2,76,5/21/1983
Theme From Doctor Detroit,Devo,77,0,1,77,5/21/1983
Sweet Dreams (Are Made Of This),Eurythmics,78,90,2,78,5/21/1983
Slipping Away,Dave Edmunds,79,93,2,79,5/21/1983
What You Do To Me,Carl Wilson,80,89,2,80,5/21/1983
I Cannot Believe It's True,Phil Collins,81,87,2,81,5/21/1983
Fools Game,Michael Bolton,82,95,2,82,5/21/1983
"Where Everybody Knows Your Name (The Theme From ""Cheers"")",Gary Portnoy,83,84,4,83,5/21/1983
We've Got Tonight,Kenny Rogers And Sheena Easton,6,43,17,84,5/21/1983
Twilight Zone,Golden Earring,10,47,26,85,5/21/1983
The Salt In My Tears,Martin Briley,86,0,1,86,5/21/1983
Whirly Girl,Oxo,28,67,14,87,5/21/1983
Smiling Islands,Robbie Patton,52,52,11,88,5/21/1983
Swingin',John Anderson,43,68,12,89,5/21/1983
Save The Overtime (For Me),Gladys Knight And The Pips,90,0,1,90,5/21/1983
Back On The Chain Gang,Pretenders,5,79,24,91,5/21/1983
I Eat Cannibals,Total Coelo,66,69,6,92,5/21/1983
Whatever Happened To Old Fashioned Love,B.J. Thomas,93,0,1,93,5/21/1983
I Know There's Something Going On,Frida,13,77,29,94,5/21/1983
He's A Pretender,High Inergy,95,0,1,95,5/21/1983
Wind Him Up,Saga,64,78,8,96,5/21/1983
Tonight,The Whispers,84,88,4,97,5/21/1983
Take The Short Way Home,Dionne Warwick,41,96,13,98,5/21/1983
